name, link, isPrestige, book, bookLink
Maho-tsukai,/classes/oriental-adventures--96/maho-tsukai/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Maiden of Pain,/classes/players-guide-to-faerun--22/maiden-of-pain/,true,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Malconvoker,/classes/complete-scoundrel--60/malconvoker/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Mantis Mercenary,/classes/oriental-adventures--96/mantis-mercenary/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Maquar Crusader,/classes/shining-south--25/maquar-crusader/,true,Shining South,/rulebooks/forgotten-realms-35--4/shining-south--25/
Marshal,/classes/miniatures-handbook--75/marshal/,false,Miniatures Handbook,/rulebooks/supplementals-35--5/miniatures-handbook--75/
Martyred Champion of Ilmater,/classes/players-guide-to-faerun--22/martyred-champion-of-ilmater/,true,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Master Alchemist,/classes/magic-of-faerun--20/master-alchemist/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
Master Inquisitive,/classes/eberron-campaign-setting--12/master-inquisitive/,true,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Master of Chains,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/master-of-chains/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Master of Flies,/classes/savage-species--47/master-of-flies/,true,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Master of Many Forms,/classes/complete-adventurer--54/master-of-many-forms/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Master of Masks,/classes/complete-scoundrel--60/master-of-masks/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Master of Nine,/classes/tome-of-battle-the-book-of-nine-swords--88/master-of-nine/,true,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Master of Radiance,/classes/libris-mortis-the-book-of-the-dead--71/master-of-radiance/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Master of Shadow,/classes/tome-of-magic--89/master-of-shadow/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Master of Shrouds,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/master-of-shrouds/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Master of Shrouds,/classes/libris-mortis-the-book-of-the-dead--71/master-of-shrouds/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Master of Shrouds,/classes/complete-divine--56/master-of-shrouds/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Master of the Unseen Hand,/classes/complete-warrior--61/master-of-the-unseen-hand/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Master of the Yuirwood,/classes/unapproachable-east--33/master-of-the-yuirwood/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Master of Vipers,/classes/serpent-kingdoms--24/master-of-vipers/,true,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Master Samurai,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/master-samurai/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Master Specialist,/classes/complete-mage--58/master-specialist/,true,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Master Thrower,/classes/complete-warrior--61/master-thrower/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Master Transmogrifist,/classes/complete-arcane--55/master-transmogrifist/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Master Vampire,/classes/libris-mortis-the-book-of-the-dead--71/master-vampire/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Medani Prophet,/classes/dragonmarked--7/medani-prophet/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Menacing Brute,/classes/races-of-destiny--81/menacing-brute/,true,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Merchant Prince,/classes/power-of-faerun--31/merchant-prince/,true,Power of Faerun,/rulebooks/forgotten-realms-35--4/power-of-faerun--31/
Metamind,/classes/expanded-psionics-handbook--65/metamind/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Mindbender,/classes/complete-arcane--55/mindbender/,true,Complete Arcane,/rulebooks/supplementals-35--5/complete-arcane--55/
Mindbender,/classes/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/mindbender/,true,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Mindspy,/classes/complete-warrior--61/mindspy/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Mirumoto Niten Master,/classes/oriental-adventures--96/mirumoto-niten-master/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Monk,/classes/eberron-campaign-setting--12/monk/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Monk,/classes/forgotten-realms-campaign-setting--19/monk/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Monk,/classes/players-handbook-v35--6/monk/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Monk of the Enabled Hand,/classes/dragon-compendium--109/monk-enabled-hand/,true,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Monk of the Long Death,/classes/players-guide-to-faerun--22/monk-of-the-long-death/,true,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Monk Variant,/classes/unearthed-arcana--90/monk-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Monk Variant: Fighting Styles,/classes/unearthed-arcana--90/monk-variant-fighting-styles/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Moon Guardian,/classes/complete-divine--56/moon-guardian/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Moonsea Skysentinel,/classes/champions-of-valor--28/moonsea-skysentinel/,true,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Moonspeaker,/classes/races-of-eberron--10/moonspeaker/,true,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Moonstar Agent,/classes/city-of-splendors-waterdeep--16/moonstar-agent/,true,City of Splendors: Waterdeep,/rulebooks/forgotten-realms-35--4/city-of-splendors-waterdeep--16/
Morninglord of Lathander,/classes/players-guide-to-faerun--22/morninglord-of-lathander/,true,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Mortal Hunter,/classes/book-of-vile-darkness--37/mortal-hunter/,true,Book of Vile Darkness,/rulebooks/supplementals-30--7/book-of-vile-darkness--37/
Moto Avenger,/classes/oriental-adventures--96/moto-avenger/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Mountebank,/classes/complete-scoundrel--60/mountebank/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Mountebank (Dragon Compendium),/classes/dragon-compendium--109/mountebank-dragon-compendium/,false,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Mystic,/classes/dragonlance-campaign-setting--98/mystic/,false,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Mystic Fire Knight (Paladin),/classes/champions-of-valor--28/mystic-fire-knight-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Mystic Theurge,/classes/dungeon-masters-guide-v35--4/mystic-theurge/,true,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
Mystic Wanderer,/classes/magic-of-faerun--20/mystic-wanderer/,true,Magic of Faerun,/rulebooks/forgotten-realms-30--6/magic-of-faerun--20/
Mythic Exemplar,/classes/complete-champion--57/mythic-exemplar/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Naga Overlord,/classes/serpent-kingdoms--24/naga-overlord/,true,Serpent Kingdoms,/rulebooks/forgotten-realms-35--4/serpent-kingdoms--24/
Nar Demonbinder,/classes/unapproachable-east--33/nar-demonbinder/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Nature&#39;s Warrior,/classes/complete-warrior--61/natures-warrior/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Necrocarnate,/classes/magic-of-incarnum--74/necrocarnate/,true,Magic of Incarnum,/rulebooks/supplementals-35--5/magic-of-incarnum--74/
Necromancer Variant,/classes/unearthed-arcana--90/necromancer-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Nentyar Hunter,/classes/unapproachable-east--33/nentyar-hunter/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Night Mask Deathbringer,/classes/champions-of-ruin--27/night-mask-deathbringer/,true,Champions of Ruin,/rulebooks/forgotten-realms-35--4/champions-of-ruin--27/
Nightcloak,/classes/faiths-pantheons--18/nightcloak/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
Nightcloak,/classes/complete-divine--56/nightcloak/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Nightmare Spinner,/classes/complete-mage--58/nightmare-spinner/,true,Complete Mage,/rulebooks/supplementals-35--5/complete-mage--58/
Nightsong Enforcer,/classes/complete-adventurer--54/nightsong-enforcer/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Nightsong Infiltrator,/classes/complete-adventurer--54/nightsong-infiltrator/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Ninja,/classes/complete-adventurer--54/ninja/,false,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Ninja of the Crescent Moon,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/ninja-of-the-crescent-moon/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Ninja Spy,/classes/oriental-adventures--96/ninja-spy/,true,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Noble,/classes/dragonlance-campaign-setting--98/noble/,false,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Noble Heart (Paladin),/classes/champions-of-valor--28/noble-heart-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Noctumancer,/classes/tome-of-magic--89/noctumancer/,true,Tome of Magic,/rulebooks/supplementals-35--5/tome-of-magic--89/
Nosomatic Chirurgeon,/classes/dragonmarked--7/nosomatic-chirurgeon/,true,Dragonmarked,/rulebooks/eberron-35--3/dragonmarked--7/
Occult Slayer,/classes/complete-warrior--61/occult-slayer/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Ocular Adept,/classes/faiths-pantheons--18/ocular-adept/,true,Faiths &amp; Pantheons,/rulebooks/forgotten-realms-30--6/faiths-pantheons--18/
Olin Gisir,/classes/lost-empires-of-faerun--30/olin-gisir/,true,Lost Empires of Faerun,/rulebooks/forgotten-realms-35--4/lost-empires-of-faerun--30/
Ollam,/classes/complete-adventurer--54/ollam/,true,Complete Adventurer,/rulebooks/supplementals-35--5/complete-adventurer--54/
Oozemaster,/classes/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/oozemaster/,true,Masters of the Wild: A Guidebook to Barbarians, Druids, and Rangers,/rulebooks/supplementals-30--7/masters-of-the-wild-a-guidebook-to-barbarians-druids-and-rangers--44/
Orc Scout,/classes/silver-marches--97/orc-scout/,true,Silver Marches,/rulebooks/forgotten-realms-30--6/silver-marches--97/
Orc Warlord,/classes/races-of-faerun--23/orc-warlord/,true,Races of Faerun,/rulebooks/forgotten-realms-30--6/races-of-faerun--23/
Ordained Champion,/classes/complete-champion--57/ordained-champion/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Order of the Bow Initiate,/classes/complete-warrior--61/order-of-the-bow-initiate/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Order of the Bow Initiate,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/order-of-the-bow-initiate/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Osteomancer,/classes/dragon-compendium--109/osteomancer/,true,Dragon Compendium,/rulebooks/supplementals-35--5/dragon-compendium--109/
Outcast Champion,/classes/races-of-destiny--81/outcast-champion/,true,Races of Destiny,/rulebooks/supplementals-35--5/races-of-destiny--81/
Outlaw of the Crimson Road,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/outlaw-of-the-crimson-road/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Pact-bound Adept,/classes/dragon-magic--62/pact-bound-adept/,true,Dragon Magic,/rulebooks/supplementals-35--5/dragon-magic--62/
Paladin,/classes/eberron-campaign-setting--12/paladin/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Paladin,/classes/forgotten-realms-campaign-setting--19/paladin/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Paladin,/classes/players-handbook-v35--6/paladin/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Paladin,/classes/sandstorm--85/paladin/,false,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Paladin of Freedom,/classes/unearthed-arcana--90/paladin-of-freedom/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Paladin of Slaughter,/classes/unearthed-arcana--90/paladin-of-slaughter/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Paladin of Tyranny,/classes/unearthed-arcana--90/paladin-of-tyranny/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Paladin Variant,/classes/complete-warrior--61/paladin-variant/,false,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Paladin Variant,/classes/unearthed-arcana--90/paladin-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Pale Master,/classes/libris-mortis-the-book-of-the-dead--71/pale-master/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Pale Master,/classes/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/pale-master/,true,Tome and Blood: A Guidebook to Wizards and Sorcerers,/rulebooks/supplementals-30--7/tome-and-blood-a-guidebook-to-wizards-and-sorcerers--51/
Paragnostic Apostle,/classes/complete-champion--57/paragnostic-apostle/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Paragnostic Initiate,/classes/complete-champion--57/paragnostic-initiate/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
Peerless Archer,/classes/silver-marches--97/peerless-archer/,true,Silver Marches,/rulebooks/forgotten-realms-30--6/silver-marches--97/
Peregrine Runner,/classes/races-of-stone--82/peregrine-runner/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Perfect Wight,/classes/epic-level-handbook--41/perfect-wight/,true,Epic Level Handbook,/rulebooks/supplementals-30--7/epic-level-handbook--41/
Phoenix Disciple (Monk),/classes/champions-of-valor--28/phoenix-disciple-monk/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Pious Templar,/classes/complete-divine--56/pious-templar/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Pixie,/classes/savage-species--47/pixie/,false,Savage Species,/rulebooks/supplementals-30--7/savage-species--47/
Planar Champion,/classes/manual-of-the-planes--43/planar-champion/,true,Manual of the Planes,/rulebooks/supplementals-30--7/manual-of-the-planes--43/
Planar Ranger,/classes/unearthed-arcana--90/planar-ranger/ ,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Planar Shepherd,/classes/faiths-of-eberron--8/planar-shepherd/,true,Faiths of Eberron,/rulebooks/eberron-35--3/faiths-of-eberron--8/
Planeshifter,/classes/manual-of-the-planes--43/planeshifter/,true,Manual of the Planes,/rulebooks/supplementals-30--7/manual-of-the-planes--43/
Platinum Knight,/classes/draconomicon--92/platinum-knight/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Prestige Bard,/classes/unearthed-arcana--90/prestige-bard/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Prestige Paladin,/classes/unearthed-arcana--90/prestige-paladin/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Prestige Ranger,/classes/unearthed-arcana--90/prestige-ranger/,true,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Primal Scholar,/classes/secrets-of-xendrik--15/primal-scholar/,true,Secrets of Xen&#39;drik,/rulebooks/eberron-35--3/secrets-of-xendrik--15/
Prime Underdark Guide,/classes/underdark--34/prime-underdark-guide/,true,Underdark,/rulebooks/forgotten-realms-35--4/underdark--34/
Primeval,/classes/frostburn--68/primeval/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Prophet of Erathaoi,/classes/book-of-exalted-deeds--52/prophet-of-erathaoi/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Psibond Agent,/classes/complete-scoundrel--60/psibond-agent/,true,Complete Scoundrel,/rulebooks/supplementals-35--5/complete-scoundrel--60/
Psion,/classes/expanded-psionics-handbook--65/psion/,false,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Psion Uncarnate,/classes/expanded-psionics-handbook--65/psion-uncarnate/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Psionic Artificer,/classes/magic-of-eberron--9/psionic-artificer/,false,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Psychic Theurge,/classes/web--108/psychic-theurge/,true,Web,/rulebooks/core-35--1/web--108/
Psychic Warrior,/classes/expanded-psionics-handbook--65/psychic-warrior/,false,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Purifier of the Hallowed Doctrine,/classes/heroes-of-horror--70/purifier-of-the-hallowed-doctrine/,true,Heroes of Horror,/rulebooks/supplementals-35--5/heroes-of-horror--70/
Purple Dragon Knight,/classes/complete-warrior--61/purple-dragon-knight/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Purple Dragon Knight,/classes/forgotten-realms-campaign-setting--19/purple-dragon-knight/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Purple Dragon Knight,/classes/players-guide-to-faerun--22/purple-dragon-knight/,true,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Purple Staff (Cleric),/classes/champions-of-valor--28/purple-staff-cleric/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Pyrokineticist,/classes/expanded-psionics-handbook--65/pyrokineticist/,true,Expanded Psionics Handbook,/rulebooks/supplementals-35--5/expanded-psionics-handbook--65/
Quori Mindhunter,/classes/magic-of-eberron--9/quori-mindhunter/,true,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Quori Nightmare,/classes/races-of-eberron--10/quori-nightmare/,true,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Radiant Servant of Pelor,/classes/complete-divine--56/radiant-servant-of-pelor/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Rage Mage,/classes/complete-warrior--61/rage-mage/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Rainbow Servant,/classes/complete-divine--56/rainbow-servant/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Ranger,/classes/eberron-campaign-setting--12/ranger/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Ranger,/classes/forgotten-realms-campaign-setting--19/ranger/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Ranger,/classes/players-handbook-v35--6/ranger/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Ranger,/classes/sandstorm--85/ranger/,false,Sandstorm,/rulebooks/supplementals-35--5/sandstorm--85/
Ranger Variant,/classes/complete-warrior--61/ranger-variant/,false,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Ranger Variant,/classes/unearthed-arcana--90/ranger-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Raumathari Battlemage,/classes/unapproachable-east--33/raumathari-battlemage/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Ravager,/classes/complete-warrior--61/ravager/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Ravager,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/ravager/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Reachrunner,/classes/races-of-eberron--10/reachrunner/,true,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Reaping Mauler,/classes/complete-warrior--61/reaping-mauler/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Recaster,/classes/races-of-eberron--10/recaster/,true,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Red Avenger,/classes/sword-and-fist-a-guidebook-to-monks-and-fighters--50/red-avenger/,true,Sword and Fist: A Guidebook to Monks and Fighters,/rulebooks/supplementals-30--7/sword-and-fist-a-guidebook-to-monks-and-fighters--50/
Red Falcon (Paladin),/classes/champions-of-valor--28/red-falcon-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Red Wizard,/classes/dungeon-masters-guide-v35--4/red-wizard/,true,Dungeon Master&#39;s Guide v.3.5,/rulebooks/core-35--1/dungeon-masters-guide-v35--4/
Red Wizard,/classes/forgotten-realms-campaign-setting--19/red-wizard/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Reforged,/classes/races-of-eberron--10/reforged/,true,Races of Eberron,/rulebooks/eberron-35--3/races-of-eberron--10/
Renegade Mastermaker,/classes/magic-of-eberron--9/renegade-mastermaker/,true,Magic of Eberron,/rulebooks/eberron-35--3/magic-of-eberron--9/
Revenant Blade,/classes/players-guide-to-eberron--13/revenant-blade/,true,Player&#39;s Guide to Eberron,/rulebooks/eberron-35--3/players-guide-to-eberron--13/
Righteous Zealot,/classes/dragonlance-campaign-setting--98/righteous-zealot/,true,Dragonlance Campaign Setting,/rulebooks/dragonlance--9/dragonlance-campaign-setting--98/
Rimefire Witch,/classes/frostburn--68/rimefire-witch/,true,Frostburn,/rulebooks/supplementals-35--5/frostburn--68/
Risen Martyr,/classes/book-of-exalted-deeds--52/risen-martyr/,true,Book of Exalted Deeds,/rulebooks/supplementals-35--5/book-of-exalted-deeds--52/
Rogue,/classes/eberron-campaign-setting--12/rogue/,false,Eberron Campaign Setting,/rulebooks/eberron-35--3/eberron-campaign-setting--12/
Rogue,/classes/forgotten-realms-campaign-setting--19/rogue/,false,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Rogue,/classes/players-handbook-v35--6/rogue/,false,Player&#39;s Handbook v.3.5,/rulebooks/core-35--1/players-handbook-v35--6/
Rogue Variant,/classes/unearthed-arcana--90/rogue-variant/,false,Unearthed Arcana,/rulebooks/supplementals-35--5/unearthed-arcana--90/
Ronin,/classes/complete-warrior--61/ronin/,true,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Royal Explorer,/classes/song-and-silence-a-guidebook-to-bards-and-rogues--48/royal-explorer/,true,Song and Silence: A Guidebook to Bards and Rogues,/rulebooks/supplementals-30--7/song-and-silence-a-guidebook-to-bards-and-rogues--48/
Ruathar,/classes/races-of-the-wild--84/ruathar/,true,Races of the Wild,/rulebooks/supplementals-35--5/races-of-the-wild--84/
Ruby Knight Vindicator,/classes/tome-of-battle-the-book-of-nine-swords--88/ruby-knight-vindicator/,true,Tome of Battle: The Book of Nine Swords,/rulebooks/supplementals-35--5/tome-of-battle-the-book-of-nine-swords--88/
Ruby Rose Knight (Paladin),/classes/champions-of-valor--28/ruby-rose-knight-paladin/,false,Champions of Valor,/rulebooks/forgotten-realms-35--4/champions-of-valor--28/
Runecaster,/classes/forgotten-realms-campaign-setting--19/runecaster/,true,Forgotten Realms Campaign Setting,/rulebooks/forgotten-realms-30--6/forgotten-realms-campaign-setting--19/
Runecaster,/classes/players-guide-to-faerun--22/runecaster/,true,,/rulebooks/forgotten-realms-35--4/players-guide-to-faerun--22/
Runescarred Berserker,/classes/unapproachable-east--33/runescarred-berserker/,true,Unapproachable East,/rulebooks/forgotten-realms-30--6/unapproachable-east--33/
Runesmith,/classes/races-of-stone--82/runesmith/,true,Races of Stone,/rulebooks/supplementals-35--5/races-of-stone--82/
Sacred Exorcist,/classes/complete-divine--56/sacred-exorcist/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Sacred Exorcist,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/sacred-exorcist/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Sacred Fist,/classes/complete-divine--56/sacred-fist/,true,Complete Divine,/rulebooks/supplementals-35--5/complete-divine--56/
Sacred Fist,/classes/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/sacred-fist/,true,Defenders of the Faith: A Guidebook to Clerics and Paladins,/rulebooks/supplementals-30--7/defenders-of-the-faith-a-guidebook-to-clerics-and-paladins--38/
Sacred Purifier,/classes/libris-mortis-the-book-of-the-dead--71/sacred-purifier/,true,Libris Mortis: The Book of the Dead,/rulebooks/supplementals-35--5/libris-mortis-the-book-of-the-dead--71/
Sacred Warder of Bahamut,/classes/draconomicon--92/sacred-warder-of-bahamut/,true,Draconomicon,/rulebooks/supplementals-35--5/draconomicon--92/
Samurai,/classes/complete-warrior--61/samurai/,false,Complete Warrior,/rulebooks/supplementals-35--5/complete-warrior--61/
Samurai,/classes/oriental-adventures--96/samurai/,false,Oriental Adventures,/rulebooks/oriental-adventures--8/oriental-adventures--96/
Sanctified Mind,/classes/lords-of-madness--72/sanctified-mind/,true,Lords of Madness,/rulebooks/supplementals-35--5/lords-of-madness--72/
Sanctified One,/classes/complete-champion--57/sanctified-one/,true,Complete Champion,/rulebooks/supplementals-35--5/complete-champion--57/
